epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))"
47,0.9926111915909895,0.8559473752975464,0.022397116428688246,1.1671543076136568,0.8543576002120972,inf
48,0.9878101442217034,0.8573836088180542,0.023142849753381007,1.1208029667764339,0.850939154624939,0.0174982592383808
49,0.9852636279914154,0.8570709824562073,0.02260501512951422,1.104514048207872,0.8520660996437073,0.035356760662507244
50,0.9862898919217516,0.8572794198989868,0.023093277477286633,1.0476254414672008,0.8548083901405334,0.03925809667163263
51,1.0090329589378468,0.8565182685852051,0.022154053503946173,1.0849295706171516,0.8477084636688232,0.017143671798560346
52,0.9858857685117896,0.8566043376922607,0.022839125629049373,1.265090090396716,0.8537941575050354,inf
53,1.0028807651650573,0.8569713234901428,0.02263519041790344,1.1063034558698284,0.8506386280059814,0.030225867893606585
54,0.9944320645810814,0.856459379196167,0.023405566041523548,1.3917698020707037,0.8478963375091553,0.025072338291485863
55,0.9954210322867214,0.8569713234901428,inf,1.1034139064973456,0.8539819717407227,inf
56,0.9888275992983251,0.8570302128791809,inf,1.320406254883076,0.8540946841239929,0.02450951945244401
57,0.9812268936901721,0.8567447662353516,0.02261226323423168,1.1749687904261483,0.850601077079773,0.02791569149157216
58,0.9963583798137113,0.8571118116378784,0.02366943801869316,1.2332737618003196,0.8474079370498657,0.032397030053747077
59,0.9852584477703261,0.8568173050880432,inf,1.2899923401620925,0.848459780216217,inf
60,1.0074366664588597,0.8567266464233398,inf,1.1230476256218263,0.848459780216217,0.03838272947132178
61,0.9957390884929205,0.8565680980682373,inf,1.269654088352101,0.8407588005065918,0.02205997045209519
62,0.9942270358143116,0.8568626046180725,inf,1.1508016934351402,0.8536438941955566,0.028741576819132083
63,1.020253680610704,0.8569985032081604,inf,1.3216868795885428,0.8522539734840393,0.028465644378895247
64,0.9819927400238488,0.8564276099205017,0.02685639950251873,1.1458255429635824,0.8541322350502014,0.022670247246965914
65,0.9889183672014373,0.8574742674827576,0.025160131031786635,1.4375916702100617,0.8425244092941284,0.03157208237236379
66,0.997572200660955,0.8567447662353516,inf,1.2619550619015918,0.8523290753364563,0.038451402582586766
67,0.9963853114624047,0.8568852543830872,0.025632870426172513,1.2209152221062365,0.8493238091468811,0.028924542679141914
68,0.974902226569103,0.8571480512619019,0.02532646555604059,1.4695427210114596,0.8548083901405334,0.029438366318040445
69,1.004831471528458,0.8568490147590637,0.02416042769600867,1.3748194053603484,0.8548460006713867,0.03799323684118284
70,0.9991347843290627,0.8567765355110168,inf,1.1607165682867333,0.848121702671051,0.027690481192470053
71,0.9802587990017508,0.8566360473632812,0.02325028443543728,1.542206609570286,0.8515777587890625,0.022589082386404436
72,0.9928839186940582,0.8564411997795105,0.023021615055983154,1.4878778333154028,0.8542449474334717,0.018963124662797082
73,1.017812540171243,0.8574516177177429,0.0317588445393082,1.7831460471590692,0.8535687327384949,0.020741962858335582
74,1.1455611335524534,0.8568490147590637,inf,1.1771123283052347,0.8542449474334717,0.028454289534694827
75,1.0344776660979809,0.8566405773162842,inf,1.1575184746600733,0.8539068102836609,0.02382179978605989
76,1.0235946024523757,0.8569985032081604,0.023423691649459268,1.1326863565044005,0.8528549671173096,0.019362036557121074
77,1.0193014641485318,0.8563732504844666,0.0238254529401149,1.053660274166814,0.8545078635215759,0.02722216472086604
78,0.9906882555403892,0.8568037152290344,0.023915466976229538,1.1015028409582257,0.8474079370498657,0.023093616807615604
79,1.013042214400217,0.8567311763763428,0.02349158610526943,1.23130237574719,0.854695737361908,0.021275442642870526
80,1.0380258688085198,0.856590747833252,0.024493011775587496,1.2663544330020042,0.8540946841239929,0.024257242634061458
81,1.0094028902864542,0.8567765355110168,0.02344914077744578,1.329109945737198,0.8511269688606262,0.017966677434030975
82,1.0035253707451026,0.8569939732551575,0.022806100419922926,1.2192119984182712,0.8521037101745605,0.025247283706781608
83,1.0145653212867707,0.8558023571968079,inf,1.117140414225363,0.8540195226669312,0.026521325475665065
84,1.0069476202760894,0.8571118116378784,0.024141836626411953,1.1796306388510336,0.8542449474334717,0.02601138756783342
85,1.0099496749899777,0.8567583560943604,0.023747766777418987,1.2762634963364419,0.8534560203552246,0.020124101474869788
86,1.0181910491995814,0.8564185500144958,0.0249888345589211,1.1643852176442635,0.8421487808227539,0.024551458992604722
87,1.0082742081293639,0.8561104536056519,inf,1.1723915062066617,0.8533433675765991,0.020926490187007474
88,1.011620060992721,0.8567855954170227,0.023542268545628277,1.182837681099007,0.851803183555603,0.023851866754891766
89,1.0499663039204747,0.8564639091491699,0.023740387268059118,1.3761921616049337,0.84718257188797,0.019825143519023432
90,1.1041383244696166,0.8549053072929382,0.028094656101463288,1.264486232947279,0.8525920510292053,0.028787200645784824
91,1.1266191385917914,0.855793297290802,0.026298873767730716,1.2753197897520312,0.8548460006713867,0.02114056375210662
92,1.0406615639810486,0.8567039966583252,0.02485693833333554,1.200456412677161,0.8518407344818115,0.022642398809457755
93,1.0122424307245383,0.8571842908859253,0.02335111096704891,1.1500893965612666,0.8533809185028076,0.024863449556395877
94,1.0133844981329772,0.8568490147590637,0.022939350295515477,1.179740674929868,0.8529676795005798,0.024626998795727176
95,1.0139289261147688,0.8573020696640015,0.023321275030579378,1.2489230397252369,0.8516529202461243,0.026692361573029146
96,1.037855860040143,0.8560968637466431,0.024850091502413456,1.2363716275702423,0.8511269688606262,0.031059241640922948
97,1.0243439181170577,0.8565816879272461,0.023210396339882183,1.2961442595545476,0.8498121500015259,0.017937778242678018
98,1.0298661499672492,0.8555215001106262,0.023060964096445376,1.2676477550523635,0.8526671528816223,0.021942217719746145
99,1.010428084003092,0.8570302128791809,0.02486397879822159,1.1392303146923257,0.8533809185028076,0.02445989542102158
100,1.0134709117437646,0.8568897843360901,inf,1.1715094903273076,0.8539444208145142,0.022227762035052223
